Title,Date,Duration,Genres,Director,Crew,Synopsis,Note_Ac,User_score_2
Mes très chers enfants,15 décembre 2021,1h 35min,[],N/A,"['Josiane Balasko', 'Didier Bourdon']","Chantal et Christian vivent une retraite paisible. Mais depuis que leurs enfants Sandrine et Stéphane ont quitté le nid, ceux-ci ne donnent plus beaucoup de nouvelles. Les occasions de se réunir en famille se font de plus en plus rares...","2,8","2,7"
"Spirit, l'étalon des plaines",9 octobre 2002,1h 23min,[],N/A,"['Matt Damon', 'James Cromwell']","Né dans les plaines vierges de l'Ouest américain, aux premières années de la Conquête, l'étalon sauvage Spirit devient le chef de sa bande. Un soir, il rencontre l'Homme. Pris au lasso, livré à un colonel sadique, Spirit refuse de se laisser dompter...","2,5","3,7"
Dans la peau de John Malkovich,8 décembre 1999,1h 53min,[],N/A,"['John Cusack', 'Cameron Diaz']","Craig Schwartz est marionnettiste de rue, mais ne parvient pas à vivre de son art. Lotte, son épouse, s'intéresse beaucoup plus à ses animaux qu'à lui. Devant leurs difficultes financières, le jeune homme trouve un emploi au septième étage du building de l'entreprise Lester. En classant des dossiers, Craig découvre une porte dérobée et ...","3,9","3,6"
Shaun of the Dead,27 juillet 2005,1h 39min,[],N/A,"['Simon Pegg', 'Nick Frost']","Métro, boulot, dodo. C'est à peu de choses près la vie de Shaun, trentenaire britannique sans ambition dont la vie sentimentale n'est guère plus réjouissante. Une invasion de morts-vivants dans sa petite vie de zombie va alors changer la donne...","3,9","4,0"
La Môme,14 février 2007,2h 20min,[],N/A,"['Marion Cotillard', 'Jean-Pierre Martins']","De son enfance à la gloire, de ses victoires à ses blessures, de Belleville à New York, l'exceptionnel parcours d'Edith Piaf. A travers un destin plus incroyable qu'un roman, découvrez l'âme d'une artiste et le coeur d'une femme...","4,0","3,8"
Le Dernier samaritain,12 février 1992,1h 46min,[],N/A,"['Bruce Willis', 'Damon Wayans']","Détective privé alcoolique et cynique, Joe Hallenbeck fait équipe avec le footballeur Jimmy Dix pour tenter de résoudre une sombre affaire d'assassinat.","2,3","3,3"
Willy’s Wonderland,1 novembre 2021,1h 29min,[],N/A,"['Nicolas Cage', 'Emily Tosta']",Un gardien d'un parc d'attractions se retrouve bloqué durant toute une nuit. Les monstres du parc prennent vie et sont à sa poursuite. L'homme doit les vaincre pour survivre jusqu’au matin et être enfin libéré.,"2,0",--
Les histoires d’Anouk,9 mai 2023,1h 30min,[],N/A,"['Bérengère Krief', 'Noémie Chicheportiche']","Au carrefour de la comédie romantique, du buddy movie et du road movie, ""Les histoires d’Anouk"" nous racontent avec une énergie réjouissante les déboires d’une célibataire, à l’âge où l’on pense à tomber enceinte avant même de tomber amoureuse.","2,1",--
Répétition générale,5 décembre 2023,1h 32min,[],N/A,['Ben Platt'],"Deux amis, professeurs d’art dramatique d’un camp de théâtre au bord de la faillite, voient l’arrivée d’un geek incompétent comme directeur, les pousse à s’associer au personnel et aux élèves afin de monter un spectacle pour sauver leur camp.","2,9",--
La Belle et le Clochard,1 octobre 1955,1h 15min,[],N/A,"['Larry Roberts', 'Barbara Luddy']","Les aventures amoureuses de Lady, ravissant cocker et de Clochard le batard, perturbées par tante Sarah et ses deux adorables chats siamois, Si et Am, diaboliques et sournois.","5,0","4,0"
Paulette,16 janvier 2013,1h 27min,[],N/A,"['Bernadette Lafont', 'Carmen Maura']","Paulette vit seule dans une cité HLM de la banlieue parisienne. Avec sa maigre retraite, elle n’arrive plus à joindre les deux bouts. Lorsqu’un soir elle assiste à un curieux trafic en bas de son immeuble, Paulette y voit le signe du destin.","2,6","3,2"
Une femme de notre temps,5 octobre 2022,1h 36min,[],N/A,"['Sophie Marceau', 'Johan Heldenbergh']","Juliane, commissaire de police à Paris, est une femme d’une grande intégrité morale. Mais la découverte de la double vie de son mari va soudain la conduire à commettre des actes dont elle ne se serait jamais crue capable…","2,6","1,6"
The Wonder,16 novembre 2022,1h 48min,[],N/A,"['Niamh Algar', 'Florence Pugh']","En 1862, 13 ans après la Grande Famine. Une jeune fille de 11 ans qui prétend ne rien avoir mangé pendant quatre mois et avoir survécu par miracle.","3,5","3,1"
Mais qui a re-tué Pamela Rose ?,5 décembre 2012,1h 38min,[],N/A,['Olivier Baroux'],"Quand il reçoit un appel du shérif de Bornsville lui annonçant que le cercueil de Pamela Rose a été volé, l’agent Douglas Riper voit là une occasion de renouer les liens avec son ancien coéquipier Richard Bullit.","3,2","2,5"
Batman,13 septembre 1989,2h 05min,[],N/A,"['Michael Keaton', 'Kim Basinger']","Le célèbre et impitoyable justicier, Batman, est de retour. Plus beau, plus fort et plus dépoussiéré que jamais, il s'apprête à nettoyer Gotham City et à affronter le terrible Joker...","4,0","3,9"
La Piscine,31 janvier 1969,2h 00min,[],N/A,"['Alain Delon', 'Romy Schneider']","Jean-Paul et Marianne forment un couple idéal et coulent des jours heureux dans leur villa de Saint-Tropez, jusqu'au jour où arrive Harry, au bras de sa fille l'incendiaire Pénélope. Ancien amant de Marianne, l'homme trouble cette vie tranquille. La tension monte.","4,5","3,7"
Joyland,28 décembre 2022,2h 06min,[],N/A,"['Ali Junejo', 'Rasti Farooq']","Au Pakistan, un jeune homme, tout juste marié, fait face à une situation inextricable après avoir trouvé un emploi sous la pression de ses proches.","3,9","4,0"
Rambo,2 mars 1983,1h 37min,[],N/A,"['Sylvester Stallone', 'Richard Crenna']","John Rambo, ancien combattant du Viêt-nam où il a gagné plusieurs médailles, est arrêté dans une petite ville pour vagabondage.Maltraité, il décide de fuir. La chasse à l’homme commence…","3,8",--
Descendants,1 février 2016,1h 52min,[],N/A,"['Dove Cameron', 'Cameron Boyce']","De nos jours, dans le Royaume enchanté, le bienveillant fils du Roi et de la Reine, la Belle et la Bête, s'installe sur le trône. Sa première proclamation est empreinte de compassion : il décide de libérer les enfants des plus redoutables méchants, prisonniers d'une île lointaine depuis longtemps...","3,2",--
Deep Impact,27 mai 1998,2h 01min,[],N/A,"['Vanessa Redgrave', 'Maximilian Schell']","Leo, quatorze ans, découvre une comète qui se dirige vers la Terre. Ancien astronaute, Spurgeon Tanner, chargé de diriger une mission internationale à bord du vaisseau expérimental ""Messiah"". Ils doivent se poser sur la comète et tenter, par des charges nucléaires, de la dévier de sa trajectoire.","2,4",--
Aviator,26 janvier 2005,2h 45min,[],N/A,"['Leonardo DiCaprio', 'Cate Blanchett']","""Aviator"" couvre près de vingt ans de la vie tumultueuse d'Howard Hughes, industriel, milliardaire, casse-cou, pionnier de l'aviation civile, inventeur, producteur, réalisateur, directeur de studio et séducteur insatiable.","4,0","3,8"
Wedding Nightmare,28 août 2019,1h 36min,[],N/A,"['Samara Weaving', 'Adam Brody']",La nuit de noces d’une jeune mariée tourne au cauchemar quand sa riche et excentrique belle-famille lui demande d’honorer une tradition qui va se révéler meurtrière et où chacun luttera pour sa survie.,"2,9","3,0"
Haute tension,18 juin 2003,1h 31min,[],N/A,"['Cécile de France', 'Maïwenn']","Marie, une étudiante de vingt ans, révise ses examens dans la ferme isolée des parents de sa meilleure amie. En l'espace d'une nuit, un tueur, qui ignore son existence, assassine à tour de rôle les membres de cette famille...","2,8","3,3"
Jeanne d'Arc,27 octobre 1999,2h 40min,[],N/A,"['Milla Jovovich', 'John Malkovich']","L'épopée de Jeanne qui assista, petite fille, au pillage de son village Domremy par l'armée anglaise. On la suit de sa jeunesse pieuse où des voix l'engagent à délivrer la France de la domination anglaise à sa victoire à Orleans, jusqu'à son procès.","3,7","3,0"
Chaplin,17 février 1993,2h 23min,[],N/A,"['Robert Downey Jr.', 'Geraldine Chaplin']","Evocation de la vie et de l'aventure artistique de Charlot. Aventure qui débuta à l'âge de cinq ans, le jour où il remplaça, au pied levé, sa mère, artiste de music-hall atteinte d'une brusque crise de trac. Elle se termina le jour de Noël 1977, à Vevey en Suisse où il mourut à l'âge de quatre-vingt-huit ans.","4,0",--
Les heures sombres,3 janvier 2018,2h 06min,[],N/A,"['Gary Oldman', 'Kristin Scott Thomas']","Darkest Hour s'intéresse à une partie de la vie de Winston Churchill, à partir de mai 1940, lorsqu'il devient Premier ministre en pleine Seconde guerre mondiale.","3,7","4,1"
Enquête Parallèle,9 décembre 2023,1h 30min,[],N/A,"['Florence Pernel', 'Jean-Baptiste Shelmerdine']","Fred est une ancienne reporter de guerre, qui a quitté les terrains minés pour devenir journaliste dans une télévision locale. Finies les zones de conflit, place aux reportages de proximité dans la région lyonnaise en compagnie de Manu, son fidèle caméraman. Mais lorsque Rosa, sa fille adoptive, découvre le corps d’un jeune homme au pied du pont des suicidés, elle va devoir s’immiscer dans l’enquête du commandant Pierre Langlois. Et il y a urgence. En effet, aucun élément ne permet d’identifier formellement le cadavre. Si personne ne répond à l'appel à témoins lancé par la gendarmerie, le jeune homme sera enterré sous X dans les jours qui viennent. Pour Rosa, qui est elle aussi en quête de ses origines, cette situation est insupportable. Elle convainc Fred de tout faire pour retrouver l'identité de la victime. Cette enquête va entraîner Fred et Pierre mais aussi Manu, dans le milieu des altermondialistes et de la grande bourgeoisie lyonnaise.","3,7","2,2"
Citizen Kane,1 juillet 1946,1h 59min,[],N/A,['Joseph Cotten'],"A la mort du milliardaire Charles Foster Kane, un grand magnat de la presse, Thompson, un reporter, enquête sur sa vie. Les contacts qu'il prend avec ses proches lui font découvrir un personnage gigantesque, mégalomane, égoïste et solitaire.","4,8","4,3"
Staying Alive,12 octobre 1983,1h 36min,[],N/A,"['John Travolta', 'Cynthia Rhodes']","Tony Manero a grandi et a mûri. Six ans après s'être déhanché au son du disco, le jeune homme d'origine italienne ambitionne de conquérir Broadway et de devenir une grande star de la danse. En attendant de concrétiser son rêve, Tony partage sa vie entre donner des cours de danse et travailler comme serveur dans une boîte de nuit.Un jour, ...","2,6",--
Mortal Kombat,11 mai 2021,1h 50min,[],N/A,"['Lewis Tan', 'Jessica McNamee']","Lorsque les plus grands champions de la Terre sont appelés à combattre les ennemis de l'Autre Monde, ils doivent découvrir leurs véritables pouvoirs pour sauver notre planète de l'annihilation totale.","2,4","2,4"
Manhunter,22 avril 1987,1h 58min,[],N/A,"['William L. Petersen', 'Kim Greist']","L'agent fédéral William Graham vit retiré de ses obligations professionnelles depuis qu'il a été gravement blessé par le dangereux psychopathe cannibale Hannibal Leckor, incarcéré par la suite. Jack Crawford, un ancien collègue du FBI, le contacte pour qu'il l'aide à arrêter un tueur en série, Dragon rouge, qui assassine des familles lors des nuits de pleine lune.","3,4","4,0"
La Sainte Famille (2017),30 décembre 2019,1h 30min,[],N/A,"['Stanley Weber', 'Mathilde Ollivier']","Une famille catholique traditionnelle, implantée dans le Nord de la France est confrontée à la modernité engagée par le Pape François. Madeleine Waquin-Fournier dirige le clan. Charles, brillant jeune prêtre promis à un grand avenir, tombe amoureux d'une jeune novice...","2,7",--
Tamara Drewe,14 juillet 2010,1h 49min,[],N/A,"['Gemma Arterton', 'Roger Allam']","Avec son nez refait, ses jambes interminables, son job dans la presse people, ses aspirations à la célébrité et sa facilité à briser les coeurs, Tamara Drewe est l'Amazone londonienne du XXIe siècle...","4,0","3,3"
Persuasion,15 juillet 2022,1h 47min,[],N/A,"['Dakota Johnson', 'Cosmo Jarvis']",L'homme séduisant qu'Anne Elliot a été forcée d'éconduire huit ans auparavant refait irruption dans sa vie. Saisira-t-elle cette seconde chance de vivre le grand amour ?,"2,2",--
Bonjour l'esprit de Noël !,16 novembre 2023,1h 21min,[],N/A,"['Heather Graham', 'Brandy Norwood']","Lorsqu'un coup du destin réunit leurs familles pour Noël, Charlotte saisit l'occasion de démontrer que la vie de sa vieille amie Jackie est trop belle pour être vraie.","1,8",--
Charlie's Angels,25 décembre 2019,1h 59min,[],N/A,"['Kristen Stewart', 'Naomi Scott']","Les Charlie’s Angels ont toujours assuré la sécurité de leurs clients grâce à leurs compétences hors du commun. L’agence Townsend a maintenant étendu ses activités à l’international, avec les femmes les plus intelligentes, les plus téméraires et les mieux entraînées du monde entier – de multiples équipes de Charlie’s Angels affrontant les missions les plus périlleuses, chacune guidée par son propre Bosley.","2,4","2,1"
The North Sea,7 juin 2022,1h 46min,[],N/A,"['Kristine Kujath Thorp', 'Rolf Kristian Larsen']","La veille de Noël 1969, le gouvernement norvégien annonce que le pays abrite la plus grande plateforme pétrolière offshore du monde, suite à la découverte du champ Ekofisk. Ce fait marque un tournant dans l'histoire de la Norvège et donne le coup d'envoi à une aventure financière sans précédent.","3,2",--
Sex and the City - le film,28 mai 2008,2h 25min,[],N/A,"['Sarah Jessica Parker', 'Kim Cattrall']","Avec ""Sex and The City"", les tabous et les hypocrisies ont explosé. Contrairement à d'autres secteurs, en matière d'écran, la taille est importante... Il est temps de découvrir tout ce qu'un petit écran ne peut montrer !","2,8","2,6"
Bons Baisers du Tueur,13 octobre 2020,1h 40min,[],N/A,"['Jeffrey Dean Morgan', 'Famke Janssen']","Un inspecteur de New York enquête sur une série de meurtres atroces touchant des couples européens. Le meurtrier envoie des cartes postales aléatoirement à des journalistes locaux, chacune annonçant le prochain crime.","2,6",--
Mais où est donc passée la septième compagnie ?,13 décembre 1973,1h 31min,[],N/A,"['Jean Lefebvre', 'Pierre Mondy']","Pendant la débâcle française de 1940, la 7ème compagnie se réfugie dans les bois. Mais, elle est prise en embuscade par l'armée allemande.","3,6",--
Star Trek,6 mai 2009,2h 08min,[],N/A,"['Chris Pine', 'Zachary Quinto']","L'adaptation cinématographique de la série ""Star Trek"". Une vision revue et corrigée de la plus grande aventure interstellaire de tous les temps, avec un jeune équipage parti explorer des lieux que personne n'a jamais visités avant lui.","3,8","3,9"
Ma vie pour la tienne,9 septembre 2009,1h 47min,[],N/A,"['Abigail Breslin', 'Sofia Vassilieva']",Une ancienne avocate reprend du service pour plaider sa cause et celle de son mari lorsque sa fille de 11 ans les attaque en justice pour demander son émancipation...,"2,1","4,0"
xXx 2 : The Next Level,27 avril 2005,1h 41min,[],N/A,"['Ice Cube', 'Michael Roof']","Une menace de coup d'Etat plane sur le Capitole. Un groupe de dissidents du gouvernement projette d'assassiner le Président. Seuls deux hommes sont capables de les empêcher, l'agent Gibson de la NSA et le militaire Darius Stone.","2,9","1,5"
