Title,Date,Duration,Genres,Director,Crew,Synopsis,Note_Ac,User_score_2
Les Enfants du temps,8 janvier 2020,1h 54min,[],N/A,"['Gabriel Bismuth-Bienaimé', 'Kotaro Daigo']","Jeune lycéen, Hodaka fuit son île pour rejoindre Tokyo. Sans argent ni emploi, il tente de survivre dans la jungle urbaine et trouve un poste dans une revue dédiée au paranormal. Un phénomène météorologique extrême touche alors le Japon, exposé à de constantes pluies. Hodaka est dépêché pour enquêter sur l'existence de prêtresses du temps. Peu convaincu par cette légende, il change soudainement d'avis lorsqu'il croise la jeune Hina...","3,8","4,2"
Invictus,13 janvier 2010,2h 12min,[],N/A,"['Morgan Freeman', 'Matt Damon']","En 1994, l'élection de Mandela marque la fin de l'Apartheid, mais l'Afrique du Sud reste une nation profondément divisée sur le plan racial et économique. Pour unifier le pays et donner à chaque citoyen un motif de fierté, Mandela mise sur le sport.","4,1","4,1"
Passager 57,12 mai 1993,1h 26min,[],N/A,"['Wesley Snipes', 'Bruce Payne']","Un dangereux terroriste s'est échappé du centre de détention où il était retenu, en utilisant la ruse. Celui-ci détourne peu après un avion, mais en ignorant que se trouve à bord un expert de la sécurité : John Cutter.","2,1",--
Captain Marvel,6 mars 2019,2h 04min,[],N/A,"['Brie Larson', 'Samuel L. Jackson']","Carol Danvers, une superhéroïne chargée de sauver la destinée de la Terre, au coeur dune guerre intergalactique d'aliens.","3,2","3,5"
Le Cours de la vie,10 mai 2023,1h 30min,[],N/A,"['Agnès Jaoui', 'Jonathan Zaccaï']","Noémie retrouve Vincent, son amour de jeunesse, dans l'école de cinéma dont il est désormais directeur. A travers une masterclass hors norme, elle va apprendre à Vincent et ses élèves que l'art d'écrire un scénario c'est l'art de vivre passionnément.","3,3","3,4"
Rock'n Roll,15 février 2017,2h 03min,[],N/A,['Marion Cotillard'],"Guillaume Canet, 43 ans, est épanoui dans sa vie, il a tout pour être heureux.. Sur un tournage, une jolie comédienne de 20 ans va le stopper net dans son élan, en lui apprenant qu’il n’est pas très « Rock », qu’il ne l’a d’ailleurs jamais vraiment été, et pour l’achever, qu’il a beaucoup chuté dans la «liste» des acteurs qu’on aimerait bien se taper…","3,3","2,7"
Jusqu’à la Garde,7 février 2018,1h 34min,[],N/A,"['Léa Drucker', 'Denis Ménochet']","Le couple Besson divorce. Pour protéger son fils d’un père qu’elle accuse de violences, Miriam en demande la garde exclusive. La juge en charge du dossier accorde une garde partagée au père qu’elle considère bafoué. Pris en otage entre ses parents, Julien va tout faire pour empêcher que le pire n’arrive.","4,2","4,1"
16 ans,4 janvier 2023,1h 34min,[],N/A,"['Sabrina Levoye', 'Teïlo Azaïs']","Nora et Léo se rencontrent le jour de la rentrée en classe de Seconde. Leurs regards s’enchâssent et tout est dit. Le frère de Nora, manutentionnaire à l’hypermarché local, est accusé de vol et viré sur-le-champ. Le directeur de l’hypermarché c’est Franck, le père de Léo.","3,2","3,6"
Hannibal,28 février 2001,2h 05min,[],N/A,"['Anthony Hopkins', 'Julianne Moore']","Il y a dix ans, le docteur Hannibal Lecter s'échappait de sa cellule. Clarice Starling, agent du FBI sur la touche, n'a pas oublié sa rencontre avec lui, sa présence troublante et le son grave de sa voix qui hantent toujours ses nuits.","3,3","3,6"
Full Metal Jacket,21 octobre 1987,1h 56min,[],N/A,"['Matthew Modine', 'Arliss Howard']","Pendant la guerre du Viêt Nam, la préparation et l'entrainement d'un groupe de jeunes marines, jusqu'au terrible baptême du feu et la sanglante offensive du Tết à Huế, en 1968.","4,8","4,4"
La Revanche des Crevettes Pailletées,13 avril 2022,1h 53min,[],N/A,"['Nicolas Gob', 'Michaël Abiteboul']","Alors qu’elles sont en route pour les Gay Games de Tokyo, les Crevettes Pailletées ratent leur correspondance et se retrouvent coincées au fin fond de la Russie, dans une région particulièrement homophobe…","3,3","3,5"
Point break extrême limite,28 août 1991,2h 02min,[],N/A,"['Patrick Swayze', 'Keanu Reeves']","Pour retrouver les braqueurs responsables de 26 attaques de banques, Johnny Utah, jeune inspecteur du FBI inexpérimenté et naïf, s'infiltre dans le milieu des surfeurs de Los Angeles.","3,7",--
Gravity,23 octobre 2013,1h 30min,[],N/A,"['Sandra Bullock', 'George Clooney']","Pour sa première expédition à bord d'une navette spatiale, le docteur Ryan Stone, brillante experte en ingénierie médicale, accompagne l'astronaute chevronné Matt Kowalsky qui effectue son dernier vol avant de prendre sa retraite.","4,6","4,0"
Maestro,23 juillet 2014,1h 25min,[],N/A,"['Pio Marmaï', 'Michael Lonsdale']","Henri, un jeune acteur qui rêve de jouer dans ""Fast and Furious"", se retrouve engagé dans le film de Cédric Rovère, monstre sacré du cinéma d’auteur. Henri sort transformé de cette expérience insolite, enfin prêt pour l’amour.","3,8","3,9"
Adieu Paris,26 janvier 2022,1h 36min,[],N/A,"['Pierre Arditi', 'Jackie Berroyer']","Un vieux bistro parisien au charme éternel. Huit messieurs à table, huit grandes figures. Ils étaient les « rois de Paris »… Des trésors nationaux, des chefs-d'œuvre en péril. Un rituel bien rodé... Un sens de l’humour et de l’autodérision intacts. De la tendresse et de la cruauté.","3,1","2,0"
Aline,10 novembre 2021,2h 06min,[],N/A,['Sylvain Marcel'],"Portée par sa famille et son grand amour, la 14ème enfant d’une famille modeste Québécoise va devenir la plus grande chanteuse planétaire.","4,1","3,7"
La Part des Anges,27 juin 2012,1h 41min,[],N/A,"['Paul Brannigan', 'John Henshaw']","A Glasgow, Robbie, tout jeune père de famille, est constamment rattrapé par son passé de délinquant. Il croise la route de Rhino, Albert et la jeune Mo lorsque, comme eux, il échappe de justesse à la prison mais écope d’une peine de travaux d’intérêts généraux.","3,5","3,9"
Paris,20 février 2008,2h 10min,[],N/A,"['Juliette Binoche', 'Romain Duris']","Un Parisien est malade et se demande s'il va mourir. Son état lui donne un regard neuf et différent sur tous les gens qu'il croise. Le fait d'envisager la mort met soudainement en valeur la vie, la vie des autres et celle de la ville toute entière...","3,0","3,3"
Mais qui a tué Pamela Rose ?,4 juin 2003,1h 32min,[],N/A,"['Kad Merad', 'Olivier Baroux']","Agents du FBI, Bullit et Riper enquêtent sur le meurtre de la strip-teaseuse Pamela Rose, retrouvée assassinée dans une chambre d'hôtel à Bornsville, une petite ville américaine sans histoires. Tout les oppose et pourtant ils doivent faire équipe...","2,8","2,6"
"Moi, moche et méchant",6 octobre 2010,1h 35min,[],N/A,"['Gad Elmaleh', 'Steve Carell']","Groo décide de voler la lune, mais trois orphelins vont l'obliger à modifier ses plans...","3,4","4,0"
Peter Pan & Wendy,28 avril 2022,1h 46min,[],N/A,"['Alexander Molony', 'Ever Anderson']","Wendy Darling, une jeune fille inquiète de laisser derrière elle la maison de son enfance, rencontre Peter Pan, un garçon qui refuse de grandir. Avec ses frères et une petite fée, la fée Clochette, elle voyage avec Peter dans le monde magique du Pays Imaginaire. Au détour de ses aventures, elle va rencontrer un capitaine pirate maléfique, le capitaine Crochet, et vivre des aventures aussi palpitantes que périlleuses, bien loin de sa famille et de son foyer.","2,4","1,5"
Mr Wolff,1 novembre 2016,2h 10min,[],N/A,"['Ben Affleck', 'Anna Kendrick']","Petit génie des mathématiques, Christian Wolff est plus à l'aise avec les chiffres qu'avec les gens. Expert-comptable dans le civil, il travaille en réalité pour plusieurs organisations mafieuses parmi les plus dangereuses au monde.","3,0","3,9"
Beast,24 août 2022,1h 33min,[],N/A,"['Idris Elba', 'Sharlto Copley']",Le Dr. Nate Daniels revient en Afrique du Sud pour y passer des vacances avec ses deux filles dans une réserve naturelle. Mais ce repos va se transformer en épreuve de survie quand un lion assoiffé de vengeance se met à dévorer tout humain sur sa route.,"2,7","2,3"
À l'intérieur,1 novembre 2023,1h 45min,[],N/A,"['Willem Dafoe', 'Gene Bervoets']","Nemo, cambrioleur chevronné, se retrouve piégé dans un luxueux appartement new-yorkais. Essentiellement décoré d'œuvres d'art, il va devoir faire preuve de créativité et de ténacité pour survivre et tenter de s'échapper...","3,1","2,3"
Un prophète,26 août 2009,2h 35min,[],N/A,"['Tahar Rahim', 'Niels Arestrup']","Un jeune homme, condamné à six ans de prison, est contraint de commettre un meurtre. Désormais sous la protection des Corses, il monte un trafic de drogue.","4,6","4,2"
La Plus belle pour aller danser,19 avril 2023,1h 32min,[],N/A,"['Brune Moulin', 'Philippe Katerine']","Marie-Luce Bison, 14 ans, est élevée par son père dans une joyeuse pension de famille pour seniors dont il est le directeur. C'est bientôt la soirée déguisée de son nouveau collège : son père ne veut pas qu'elle y aille ... et de toute façon, elle n'est pas invitée. Mais poussée par Albert, son meilleur ami de 80 ans, Marie-Luce, s'y incruste, habillée en homme.","2,9","3,5"
Barry Lyndon,24 septembre 1976,3h 07min,[],N/A,"[""Ryan O'Neal"", 'Marisa Berenson']","Grandeur et décadence d'un hobereau au XVIIIe siècle, d'abord engagé dans l'armée britannique, puis compagnon d'une comtesse, jeune veuve éplorée.","5,0","4,4"
Donnie Darko,30 janvier 2002,1h 53min,[],N/A,"['Jake Gyllenhaal', 'Jena Malone']","Middlesex, Iowa, 1988. Donnie Darko est un adolescent de seize ans pas comme les autres. Introverti et émotionnellement perturbé, il entretient une amitié avec un certain Frank, un lapin géant que lui seul peut voir et entendre...","3,9","4,0"
Le Stratège,16 novembre 2011,2h 13min,[],N/A,"['Brad Pitt', 'Jonah Hill']","Le film est basé sur le livre ""Moneyball: The Art of Winning an Unfair Game"" de Michael M. Lewis. L’histoire tourne autour de l’équipe de baseball d’Oakland Athletics et son entraîneur Billy Beane.","4,0","3,9"
Coraline,10 juin 2009,1h 40min,[],N/A,"['Dakota Fanning', 'Teri Hatcher']",L'histoire d'une fillette qui pousse une porte secrète dans sa nouvelle maison et découvre alors une version alternative de sa propre vie...,"4,5","3,9"
A la croisée des mondes : la boussole d'or,5 décembre 2007,1h 53min,[],N/A,"['Nicole Kidman', 'Daniel Craig']","Le monde de Lyra est en train de changer. Le Magisterium resserre son emprise sur le peuple. Ses sombres activités l'ont poussé à faire enlever des enfants par les mystérieux Enfourneurs. Bientôt, le meilleur ami de Lyra disparaît à son tour...","2,6","2,8"
La Famille Bélier,17 décembre 2014,1h 46min,[],N/A,"['Louane Emera', 'Karin Viard']","Dans la famille Bélier, tout le monde est sourd sauf Paula, 16 ans. Elle est une interprète indispensable àses parents au quotidien, notamment pour l’exploitation de la ferme familiale.","3,7","3,8"
Wonder,20 décembre 2017,1h 51min,[],N/A,"['Julia Roberts', 'Jacob Tremblay']","L'histoire de August Pullman, un petit garçon né avec une malformation du visage qui l'a empêché jusqu'à présent d'aller normalement à l'école. Aujourd'hui, il rentre en CM2 à l'école de son quartier. C'est le début d'une aventure humaine hors du commun.","3,0","4,2"
Tout le monde aime Jeanne,7 septembre 2022,1h 35min,[],N/A,"['Blanche Gardin', 'Laurent Lafitte']","Tout le monde a toujours aimé Jeanne. Aujourd’hui, elle se déteste. Surendettée, elle doit se rendre à Lisbonne et mettre en vente l’appartement de sa mère disparue un an auparavant. À l’aéroport elle tombe sur Jean, un ancien camarade de lycée fantasque et quelque peu envahissant.","3,6","3,0"
Grand Paris,29 mars 2023,1h 12min,[],N/A,['Mahamadou Sangaré'],"Leslie et Renard, deux jeunes glandeurs de banlieue parisienne, trouvent un mystérieux objet sur un chantier de la future ligne de métro du Grand Paris. Artefact, talisman antique, ou relique d’une civilisation disparue ?","3,7","2,8"
Dans le noir,24 août 2016,1h 21min,[],N/A,"['Teresa Palmer', 'Maria Bello']","Petite, Rebecca a toujours eu peur du noir. Désormais, c'est au tour de son petit frère Martin d'être victime des mêmes phénomènes surnaturels. Cherchant à découvrir la vérité, Rebecca comprend que le danger est imminent… Surtout dans le noir.","2,7","3,1"
Beetlejuice,14 décembre 1988,1h 32min,[],N/A,"['Michael Keaton', 'Winona Ryder']","Pour avoir voulu sauver un chien, Adam et Barbara Maitland passent tout de go dans l'autre monde. Peu après, occupants invisibles de leur antique demeure ils la voient envahie par une riche et bruyante famille new-yorkaise...","3,3","3,9"
Le Pont des Espions,2 décembre 2015,2h 12min,[],N/A,"['Tom Hanks', 'Mark Rylance']","James Donovan, un avocat de Brooklyn se retrouve plongé au cœur de la guerre froide lorsque la CIA l’envoie accomplir une mission presque impossible : négocier la libération du pilote d’un avion espion américain U-2 qui a été capturé.","3,9","4,0"
Belfast,2 mars 2022,1h 39min,[],N/A,"['Caitriona Balfe', 'Jamie Dornan']",Chronique de la vie d'un petit garçon irlandais et sa famille ouvrière au milieu des émeutes de la fin des années 60.,"3,3","3,7"
Nina et le secret du hérisson,11 octobre 2023,1h 17min,[],N/A,"['Audrey Tautou', 'Guillaume Canet']","Nina aime écouter les histoires que lui raconte son père pour s’endormir. Un soir, son père, préoccupé par son travail, ne vient pas lui conter une nouvelle aventure... Heureusement, son meilleur ami est là pour l’aider à trouver une solution : et si le trésor caché dans la vieille usine pouvait résoudre tous leurs problèmes ?","3,5","3,7"
Vive la vie,5 octobre 2005,1h 38min,[],N/A,"['Didier Bourdon', 'Alexandra Lamy']","Le patron d'une société de jeux vidéos voit sa vie basculer le jour où sa femme le quitte et lorsqu'il apprend, suite à une série de tests, qu'il a un Q.I. des plus faibles.","2,3","1,7"
Edge Of Tomorrow,4 juin 2014,1h 53min,[],N/A,"['Tom Cruise', 'Emily Blunt']","Dans un futur proche, des hordes d'extraterrestres extrêmement organisés, appelés les Mimics, ont livré une bataille acharnée contre la Terre, réduisant les grandes villes en cendres et causant la mort de millions d'êtres humains.","3,5","4,0"
Divorce Club,14 juillet 2020,1h 48min,[],N/A,"['Arnaud Ducret', 'François-Xavier Demaison']","Après 5 ans de mariage, Ben est toujours aussi éperdument amoureux. Jusqu’au jour où il découvre en public que sa femme le trompe : humilié et plaqué dans la foulée ! Ben peine à remonter la pente jusqu’à ce qu’il croise le chemin de Patrick, un ancien ami lui aussi divorcé qui lui propose d’emménager chez lui.","3,1","2,4"
Invincible,7 janvier 2015,2h 17min,[],N/A,"[""Jack O'Connell"", 'Domhnall Gleeson']","L'incroyable destin du coureur olympique et héros de la Seconde Guerre mondiale Louis ""Louie"" Zamperini dont l'avion s'est écrasé en mer en 1942, tuant huit membres de l'équipage et laissant les trois rescapés sur un canot de sauvetage...","3,0","4,0"
Un lutin pour Noël,24 novembre 2023,1h 39min,[],N/A,"['Pasquale Petrolo', 'Federico Ielapi']","Trip est un elfe peu conventionnel. En tant qu'aide du Père Noël, il semble ne réussir qu'à fabriquer des armes bizarres plutôt que des jouets. Le destin le conduit à rencontrer Elia, un garçon timide et peu conventionnel poursuivi par une bande de brutes. Tous deux vont s'entraider et découvrir ensemble la valeur de l'amitié.","2,7",--
Army of Thieves,29 octobre 2021,2h 07min,[],N/A,['Nathalie Emmanuel'],"Dans ce préquel du film ""Army of the Dead"", une mystérieuse femme recrute Dieter, employé de banque, afin de braquer des coffres-forts inviolables à travers l'Europe.","2,8","3,3"
Nicky Larson et le parfum de Cupidon,6 février 2019,1h 31min,[],N/A,['Élodie Fontan'],"Nicky Larson est le meilleur des gardes du corps, un détective privé hors-pair. Il est appelé pour une mission à hauts risques : récupérer le parfum de Cupidon, un parfum qui rendrait irrésistible celui qui l’utilise…","2,9","3,8"
Palm Springs,12 février 2021,1h 30min,[],N/A,"['Andy Samberg', 'Cristin Milioti']","L'insouciant Nyles fait la connaissance lors d'un mariage à Palm Springs de Sarah, soeur de la mariée et demoiselle d'honneur. Les choses se compliquent rapidement lorsque le duo se retrouve piégé dans l’espace-temps de ce mariage, contraint de revivre sans cesse la même journée.","3,8","3,9"
La Planète des singes : les origines,5 août 2011,1h 50min,[],N/A,"['James Franco', 'Freida Pinto']","Dans un laboratoire, des scientifiques expérimentent un traitement sur des singes pour vaincre la maladie d’Alzheimer. Mais leurs essais ont des effets secondaires inattendus : ils découvrent que la substance utilisée permet d’augmenter radicalement l’activité cérébrale de leurs sujets.","3,3","4,1"
État de choc,22 avril 2020,1h 27min,[],N/A,"['Bruce Willis', 'Nicky Whelan']","À San Juan, sur l'île de Porto Rico, Madison Taylor est blessée lorsqu'elle se retrouve sous les tirs croisés de Pierce et Tull, deux policiers corrompus. Steve Wakes est chargé d'assurer sa protection car elle est la seule témoin d'un double meurtre. Une nuit de tous les dangers débute...","1,3",--
Le Grand cirque,15 février 2023,1h 25min,[],N/A,['Gerard Giroudon'],"A l’occasion d’une visite à un ami à l’hôpital pédiatrique Robert Debré à Paris, Momo, un comédien, fait la rencontre de Michel, le directeur d’une association de clowns bénévoles, qui rend visite aux enfants hospitalisés. Momo se laisse convaincre de relever ce défi : les faire rire malgré la maladie.","3,0","3,4"
La Vérité si je mens ! 2,7 février 2001,1h 45min,[],N/A,"['Richard Anconina', 'José Garcia']","Dans le quartier du Sentier, Eddie Vuibert, Dov et Yvan sont confrontés aux procédés pour le moins expéditifs de leur nouveau client, Eurodiscount, une chaîne européenne d'hypermarchés. Karine, lasse des turpitudes de son volage époux, Dov, le chasse du foyer. La bande de copains se disloque...","3,7","2,8"
La Piel que Habito,17 août 2011,1h 57min,[],N/A,"['Antonio Banderas', 'Elena Anaya']","Depuis que sa femme est morte carbonisée dans un accident de voiture, le docteur Robert Ledgard, éminent chirurgien esthétique, se consacre à la création d’une nouvelle peau, grâce à laquelle il aurait pu sauver son épouse.","3,7","3,9"
La Chasse,14 novembre 2012,1h 51min,[],N/A,"['Mads Mikkelsen', 'Thomas Bo Larsen']","Après un divorce difficile, Lucas, quarante ans, a trouvé une nouvelle petite amie, un nouveau travail et il s'applique à reconstruire sa relation avec Marcus, son fils adolescent. Mais quelque chose tourne mal. Presque rien. Une remarque en passant. Un mensonge fortuit.","3,1","4,2"
Prémonitions,9 septembre 2015,1h 42min,[],N/A,"['Anthony Hopkins', 'Jeffrey Dean Morgan']","Un tueur en série énigmatique sévit à Atlanta, laissant le FBI totalement désemparé. Quoi qu’ils fassent, les enquêteurs ont toujours un coup de retard, comme si le tueur pouvait anticiper leurs mouvements à l’avance !","2,8","3,4"
La belle verte,18 septembre 1996,1h 34min,[],N/A,['Vincent Lindon'],Une extra-terrestre à moitié humaine atterrit à Paris. Elle a pour délicate mission d'user de ses pouvoirs spirituels pour combattre le stress et le surmenage de ses amis terriens...,"3,3",--
Joy,30 décembre 2015,2h 04min,[],N/A,"['Jennifer Lawrence', 'Robert De Niro']","Inspiré d'une histoire vraie, JOY décrit le fascinant et émouvant parcours, sur 40 ans, d'une femme farouchement déterminée à réussir, en dépit de son excentrique et dysfonctionnelle famille, et à fonder un empire d’un milliard de dollars.","3,0","3,5"
L'Air de la mer rend libre,4 octobre 2023,1h 30min,[],N/A,"['Youssouf Abi-Ayad', 'Kenza Fortas']","Rennes, de nos jours. Saïd habite encore chez ses parents. Il vit une liaison secrète avec Vincent. Incapable d’affronter sa famille, il accepte un mariage arrangé avec Hadjira. Après une histoire d’amour malheureuse et quelques démêlés avec la justice, elle aussi s’est résignée à obéir à sa mère. Piégés par leurs familles, Saïd et Hadjira s’unissent malgré eux, pour retrouver, chacun de son côté, leur liberté.","3,6","3,7"
The Persian Version,15 janvier 2024,1h 48min,[],N/A,"['Layla Mohammadi', 'Shervin Alenabi']","Une famille se retrouve autour de l'opération du coeur du patriarche. A cette occasion, un secret de famille est révélé.","2,6",--
J'ai rencontré le Diable,6 juillet 2011,2h 22min,[],N/A,"['Lee Byung-Hun', 'Min-sik Choi']",Un agent secret recherche le serial killer qui a tué sa fiancée...,"4,2","4,3"
Un alibi,2 novembre 2022,1h 30min,[],N/A,"['Pascal Demolon', 'Annelise Hesme']","Une bande d'amis de longue date se retrouve chez Max et Lucie pour fêter les 45 ans de celle-ci. En arrivant, les trois invités découvrent Max agenouillé devant le corps de sa femme, assassinée. Celui-ci est certain que la police va l'inculper. Tout l'accuse. Ses amis, persuadés de son innocence décident de lui fournir un alibi. Mais la police enquête et l’étau se resserre autour de Max... Comment ses amis vont-ils faire pour vivre avec ce mensonge ? Protègent-ils un coupable ? Jusqu'où seriez-vous prêts à aller par amitié ?","3,1",--
USS Greyhound - La bataille de l'Atlantique,10 juillet 2020,1h 31min,[],N/A,"['Tom Hanks', 'Elisabeth Shue']","Durant la Seconde Guerre mondiale, un militaire de la Navy commande le Greyhound.","2,7","3,6"
Avengers: Infinity War,25 avril 2018,2h 36min,[],N/A,"['Robert Downey Jr.', 'Chris Hemsworth']",Les Avengers et leurs alliés devront être prêts à tout sacrifier pour neutraliser le redoutable Thanos avant que son attaque éclair ne conduise à la destruction complète de l’univers.,"3,4","4,3"
En avant,4 mars 2020,1h 42min,[],N/A,"['Thomas Solivérès', 'Tom Holland']","Dans la banlieue d'un univers imaginaire, deux frères elfes se lancent dans une quête extraordinaire pour découvrir s'il reste encore un peu de magie dans le monde.","3,6","3,9"
The Power of the Dog,1 décembre 2021,2h 08min,[],N/A,"['Benedict Cumberbatch', 'Kirsten Dunst']","Les frères Phil et George Burbank sont diamétralement opposés. Lorsque George épouse en secret Rose, une jeune veuve, Phil, ivre de colère, se met en tête d'anéantir celle-ci. Il cherche alors à atteindre Rose en se servant de son fils Peter, garçon sensible et efféminé, comme d'un pion dans sa stratégie sadique et sans merci…","3,9","3,5"
Men in Black,6 août 1997,1h 38min,[],N/A,"['Will Smith', 'Tommy Lee Jones']","Deux agents très spéciaux tentent d'assurer l'intégration sur Terre d'extraterrestres égarés dans la galaxie. Bientôt, ils mettent au jour un complot.","4,0",--
Enemy,27 août 2014,1h 30min,[],N/A,"['Jake Gyllenhaal', 'Mélanie Laurent']","Adam, un professeur discret, mène une vie paisible avec sa fiancée Mary. Un jour qu'il découvre son sosie parfait en la personne d’Anthony, un acteur fantasque, il ressent un trouble profond. Il commence alors à observer à distance la vie de cet homme et de sa mystérieuse femme enceinte.","3,5","3,0"
Le Comte de Monte Cristo,15 février 2012,3h 00min,[],N/A,"['Louis Jourdan', 'Yvonne Furneaux']","Inspiré du roman d'Alexandre Dumas, le film relate les aventures d'Edmond Dantès, le célèbre Comte de Monte-Cristo.","3,9",--
Equalizer 2,15 août 2018,2h 01min,[],N/A,"['Denzel Washington', 'Pedro Pascal']",Robert McCall continue de servir la justice au nom des exploités et des opprimés. Mais jusqu’où est-il prêt à aller lorsque cela touche quelqu’un qu’il aime ?,"2,5","3,6"
Burn Out,3 janvier 2018,1h 43min,[],N/A,"['François Civil', 'Olivier Rabourdin']","Tête brûlée, accro aux sensations fortes, Tony ne vit que pour une seule chose : devenir pilote professionnel de moto superbike. Jusqu'au jour où il découvre que la mère de son fils est liée à la pègre manouche.","2,8","3,6"
Fast and Furious 5,4 mai 2011,2h 10min,[],N/A,"['Vin Diesel', 'Paul Walker']","L'ex-agent Brian O'Conner fait à nouveau équipe avec l'ancien taulard Dom Toretto, mais pour la première fois, ils se retrouvent tous deux du mauvais côté de la loi dans cette ultime course-poursuite à hauts risques.","3,3","3,6"
Barbare,26 octobre 2022,1h 43min,[],N/A,"['Georgina Campbell', 'Bill Skarsgård']","Se rendant à Détroit pour un entretien d'embauche, Tess se retrouve à louer un « Airbnb » le temps de son séjour. Mais lorsqu'elle arrive tard dans la nuit, elle découvre que la demeure est déjà occupée et qu’un homme étrange du nom de Keith y séjourne déjà...","4,2","3,4"
À mon seul désir,5 avril 2023,1h 57min,[],N/A,"['Zita Hanrot', 'Louise Chevillotte']","Vous n’avez jamais été dans un club de strip-tease ? Mais vous en avez déjà eu envie ... au moins une fois... vous n’avez pas osé, c’est tout. Ce film raconte l'histoire de quelqu'un qui a osé.","3,0","3,2"
The Pod Generation,25 octobre 2023,1h 50min,[],N/A,"['Emilia Clarke', 'Chiwetel Ejiofor']","Dans un futur proche où l'intelligence artificielle prend le pas sur la nature, un couple new-yorkais décide d'avoir un enfant. Un géant de la technologie, vantant les mérites d'une maternité plus simple et plus paritaire, propose aux futurs parents de porter l'enfant dans un POD.","3,0","2,8"
Blue Velvet,21 janvier 1987,2h 00min,[],N/A,"['Isabella Rossellini', 'Kyle MacLachlan']","Il se passe quelque chose d’étrange derrière les palissades blanches de Lumberton, Caroline du Nord. Après avoir fait la découverte d’une oreille humaine coupée dans un champ, Jeffrey Beaumont, un étudiant attiré par le mystère, est bien déterminé à enquêter. Avec l’aide de sa petite amie, Jeffrey pénètre dans l’univers sombre et dangereux de Dorothy Vallens, une chanteuse de boîte de nuit mystérieusement unie à Frank, un gangster sadique, autour d’une histoire de kidnapping.","3,9",--
(500) jours ensemble,30 septembre 2009,1h 36min,[],N/A,"['Joseph Gordon-Levitt', 'Zooey Deschanel']",Un homme tombe fou amoureux d'une jeune femme qui ne croit pas à l'amour...,"3,3","4,0"
Banlieusards,10 avril 2020,1h 36min,[],N/A,['Jammeh Diangana'],"A 15 ans, Noukoumé hésite entre suivre les pas de son frère Soulaymaan, étudiant en droit, ou ceux de leur aîné, Demba, gangster.","3,5",--
Juniors,26 juillet 2023,1h 35min,[],N/A,"['Vanessa Paradis', 'Ewan Bourdelles']","Jordan, 14 ans, s’ennuie dans le petit village de Mornas. Sa mère infirmière étant souvent absente, il s’occupe avec son meilleur ami Patrick en jouant à leur console affectueusement nommée Jessica. Mais lorsque Jessica rend l’âme, Jordan décide de simuler une maladie et de monter une cagnotte en ligne pour s’en racheter une.","3,1","3,1"
Il Boemo,21 juin 2023,2h 20min,[],N/A,"['Vojtěch Dyk', 'Barbara Ronchi']","1764. Dans une Venise libertine, le musicien et compositeur Josef Myslivecek, surnommé « Il Boemo », parvient à percer grâce à sa liaison avec une femme de la cour. Dès lors sa renommée grandit, mais jusqu’où ira-t-il ?","4,0","4,0"
Une nouvelle étincelle pour Noël,11 décembre 2023,1h 30min,[],N/A,"['Jane Seymour', 'Joe Lando']","Ancienne professeur d'art dramatique, Molly accepte à contrecœur de diriger le spectacle de Noël de la ville et se retrouve rapidement sous le charme de son personnage principal, Hank, le célibataire le plus convoité de la ville. Alors que Molly et l'irrépressible Hank tombent amoureux, elle redécouvre l'esprit libre qui l'habite et trouve un nouveau souffle à sa vie. Et lorsque la star du concours perd sa voix quelques instants avant le spectacle, c'est à Molly de se mettre sous les projecteurs et de briller de mille feux pour la première fois de sa vie.","2,8",--
Les Ailes du désir,23 septembre 1987,2h 08min,[],N/A,"['Bruno Ganz', 'Solveig Dommartin']","Des anges s'intéressent au monde des mortels, ils entendent tout et voient tout, même les secrets les plus intimes. Chose inouïe, l'un d'entre eux tombe amoureux. Aussitôt, il devient mortel. Un film sur le désir et sur Berlin...","4,0","3,9"
The Witch,15 juin 2016,1h 33min,[],N/A,"['Anya Taylor-Joy', 'Ralph Ineson']","1630, en Nouvelle-Angleterre. William et Katherine, un couple dévot, s’établit à la limite de la civilisation,menant une vie pieuse avec leurs cinq enfants et cultivant leur lopin de terre au milieu d’une étendue encore sauvage.","3,9","2,8"
Remember Me,7 avril 2010,1h 53min,[],N/A,"['Robert Pattinson', 'Emilie de Ravin']","Tyler est le fils d'une riche famille new-yorkaise. Un jour, il se fait molester par un policier lors d'une bagarre. Pour se venger de ce dernier, il décide de séduire sa fille...","2,4","3,7"
Downsizing,10 janvier 2018,2h 16min,[],N/A,"['Matt Damon', 'Kristen Wiig']","Pour lutter contre la surpopulation, des scientifiques mettent au point un processus permettant de réduire les humains à une taille d’environ 12 cm : le ‘downsizing’. Chacun réalise que réduire sa taille est surtout une bonne occasion d’augmenter de façon considérable son niveau de vie.","3,2","2,1"
Magnolia,1 mars 2000,3h 04min,[],N/A,"['Tom Cruise', 'William H. Macy']","Earl Partridge, age et malade, va bientot mourir. Il demande a son fidele infirmier de retrouver le fils qu'il a jadis abandonne. Sa jeune epouse, qui convoitait sa fortune, devrait se rejouir mais n'y parvient pas. Frank Mackey, jeune gourou cathodique de la seduction masculine, s'est construit un passe et une vie. Mais combien de temps le masque ...","3,7","3,8"
